,cleaned_hm,ground_truth_category
418,my husband actually came into some money from a past employer. they ended on bad terms and they owed him money when he left the job. we had pretty much given up on the idea of getting the money when we got a check in the mail. i went to get the sales papers from the mail box and what do ya know?! there was a big fat check in there. that really made my day. i felt like all of our problems were solved right then. a stress just lifted off of my shoulders and i called my husband to tell him we were going out to celebrate!,affection
419,I controlled myself at the store and didnt buy junk food.,achievement
420,I went on a date with a potential mate last couple of weeks.,bonding
421,"I found out that I passed my qualifying exam at my graduate school, which was a huge hurdle I had to overcome and was very nervous about.",achievement
422,"Getting my backyard looking nice, landscaping, mulching. ",achievement
423,My daughter told me thank you for buying her a small gift and renting a movie for us to watch together.,affection
424,I took my daughter to Corning Glass Museum for the day.,affection
425,"It was nice weather a couple weekends ago, so I was able to sit outside, relax, and read a book uninterrupted.",nature
426,last month we went to a orphanage and distributed some books and stationary to the kids.the happiness in their faces made me feel very happy.,enjoy_the_moment
427,Hanging out with friends all day last Saturday made me really happy as well.,bonding
428,I have done first Spring cleaning in my home making it look tidy and smell fresh.,achievement
429,I drove a jet ski for the first time at the farmhouse of a childhood friend.,bonding
430,"I was able to see one of my most anticipated movies, Logan, starring Hugh Jackman.",leisure
431,"The weather is finally nice enough out that I can walk around without a jacket, so I'm getting so much more walking in!",nature
432,I got promoted to assistant manager at my work. ,achievement
433,Another thing that made me happy this month was making up my mind to go to a mainly plant based diet.,achievement
434,"It made me happy to take a nice, long spa day by myself last week. I needed some time to relax after a hard work week and the spa day was exactly what I needed. ",enjoy_the_moment
435,"My father got a higher salary ,i was so happy for him.",affection
436,eat my favorite dinner ,leisure
437,I have recently started driving after years of being afraid of the road. I have learned that my fear was all for nothing and that I am actually quite good at it.,achievement
438,i bought a new vehicle.,achievement
439,Thinking about going to the beach soon. ,leisure
440,I shaved my beard down to a mustache and received lots of compliments on it.,achievement
441,I was able to budget better and save money this month.,achievement
442,Started a new game that I have been waiting a long time to play.,leisure
443,I had a pretty in depth conversation with a friend about a topic I heavily interested in.,bonding
444,It made me happy to hear about my husband's day at work when he described it to me yesterday. ,affection
445,My boyfriend posted a photo of me on Facebook with a heart emoji as the caption. ,affection
446,That I finally paid off my hospital bills!,achievement
447,My wife gave birth to a baby boy and this made me happy.,affection
448,When my family plan a abroad tour with me,affection
449,"I was complemented on my outfit by a classmate. I put a lot of effort into my outfit, so I was happy. ",bonding
450,"My husband has been trying to lose weight for a while. He was stuck at the same weight for 3 days and was getting depressed. This morning he told me that he finally had dropped another pound. That made me happy because since I am the one that is controlling his diet, I knew I was doing something right.",affection
451,i make break fast to day,achievement
452,I was able to get to work on time even though I woke up late. ,achievement
453,We finished moving our large non essential possessions to our new home!,achievement
454,My boss congratulated me for the performance I had shown on last two projects.,achievement
455,I had a very enjoyable lunch with my children and mother-in-law.,affection
456,Walking around the park with my daughters.,affection
457,My friend share me a old journey video.,bonding
458,My favorite ice cream place opened for the season and I bought and ate a quart of my favorite flavor.,enjoy_the_moment
459,My 3-year-old daughter wanted to have dinner just me and her out on our deck.,affection
460,a relative made me a batch of choc chip cookies.,affection
461,Today is my best friends birthday and I surprised her with flowers and mimosas before work.  I do not live with her so I had to get up early and get there before work.  She really appreciated it.,bonding
462,I was happy when I went out to celebrate my brother and sister's birthday with them last night.,affection
